"","Indnum","Group","Activity","Activity_Num","QL_cleaned","Consumption","cf_rate","carbon_footprint"
"5278",196,3,"use of  oven",13,35,8,0.00015,0.0012
"5279",196,3,"use of self-clean feature of electric oven",14,12,3,0.000178,0.000534
"5280",196,3,"Small kitchen appliance in the home",15,42.5714285714286,0,4.75e-05,0
"5281",196,4,"TV/computer use",16,30,63,2e-06,0.000126
"5282",196,5,"air travel - large plane",17,47,3176,0.000179,0.568504
"5283",196,5,"air travel - small  plane (<50 seats)",18,32,641,0.000408,0.261528
"5284",196,5,"car trips- self only",19,49,287,0.000551,0.158137
"5285",196,5,"car trips - driver and self",20,37,31,0.000554,0.017174
"5286",196,5,"car trips - 2+ people with multiple end points",21,42.5714285714286,0,0.000354,0
"5287",196,5,"trips using public ground transportation",22,56,12,0.000276,0.003312
"5288",196,6,"bags of garbage disposed",23,46,24,0.0419,1.0056
"5289",196,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5290",196,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5291",196,6,"hazardous or electric items disposed",26,42.5714285714286,0,0.0211,0
"5292",196,6,"large items disposed",27,16,2,0.0211,0.0422
"5293",197,1,"Household heating => 70F",1,87,9,0.000436,0.003924
"5294",197,1,"Household heating < 70F",2,70,5,0.000872,0.00436
"5295",197,1,"Use of heat pump",3,46,0,0.001074,0
"5296",197,1,"Use of air conditioner",4,41,27,0.000598,0.016146
"5297",197,2,"shower - short",5,86,8,0.000199,0.001592
"5298",197,2,"shower - long (> 3 min)",6,76,18,0.000312,0.005616
"5299",197,2,"bath",7,9,0,0.000368,0
"5300",197,2,"wash-up",8,30,37,5.5e-05,0.002035
"5301",197,3,"use of dishwasher",9,25,0,0.000395,0
"5302",197,3,"use of clothes washer",10,37,7,0.000484,0.003388
"5303",197,3,"use of clothes dryer",11,16,4,0.000132,0.000528
"5304",197,3,"use of cooking range",12,40.95,0,0.000142,0
"5305",197,3,"use of  oven",13,33,11,0.000162,0.001782
"5306",197,3,"use of self-clean feature of electric oven",14,12,1,0.000199,0.000199
"5307",197,3,"Small kitchen appliance in the home",15,40.95,0,4.75e-05,0
"5308",197,4,"TV/computer use",16,24,59,2e-06,0.000118
"5309",197,5,"air travel - large plane",17,51,3670,0.000179,0.65693
"5310",197,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5311",197,5,"car trips- self only",19,42,447,0.0004415,0.1973505
"5312",197,5,"car trips - driver and self",20,23,38,0.0004455,0.016929
"5313",197,5,"car trips - 2+ people with multiple end points",21,40.95,0,0.0002385,0
"5314",197,5,"trips using public ground transportation",22,53,13,0.000138,0.001794
"5315",197,6,"bags of garbage disposed",23,42,21,0.0419,0.8799
"5316",197,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5317",197,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5318",197,6,"hazardous or electric items disposed",26,40.95,0,0.0211,0
"5319",197,6,"large items disposed",27,16,1,0.0211,0.0211
"5320",198,1,"Household heating => 70F",1,72,1,0.000543,0.000543
"5321",198,1,"Household heating < 70F",2,60,8,0.0008975,0.00718
"5322",198,1,"Use of heat pump",3,40,0,0.0011515,0
"5323",198,1,"Use of air conditioner",4,56,14,0.004289,0.060046
"5324",198,2,"shower - short",5,84,3,0.00013625,0.00040875
"5325",198,2,"shower - long (> 3 min)",6,92,24,0.000208,0.004992
"5326",198,2,"bath",7,10,0,0.0002805,0
"5327",198,2,"wash-up",8,40,32,4.2e-05,0.001344
"5328",198,3,"use of dishwasher",9,21,0,0.00030275,0
"5329",198,3,"use of clothes washer",10,37,3,0.00035475,0.00106425
"5330",198,3,"use of clothes dryer",11,16,1,0.000122,0.000122
"5331",198,3,"use of cooking range",12,43,0,0.000135,0
"5332",198,3,"use of  oven",13,40,10,0.00015,0.0015
"5333",198,3,"use of self-clean feature of electric oven",14,18,1,0.000178,0.000178
"5334",198,3,"Small kitchen appliance in the home",15,43,0,4.75e-05,0
"5335",198,4,"TV/computer use",16,26,59,2e-06,0.000118
"5336",198,5,"air travel - large plane",17,49,2493,0.000179,0.446247
"5337",198,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5338",198,5,"car trips- self only",19,47,323,0.0004415,0.1426045
"5339",198,5,"car trips - driver and self",20,32,36,0.0004455,0.016038
"5340",198,5,"car trips - 2+ people with multiple end points",21,43,0,0.0002385,0
"5341",198,5,"trips using public ground transportation",22,57,13,0.000138,0.001794
"5342",198,6,"bags of garbage disposed",23,46,28,0.0419,1.1732
"5343",198,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5344",198,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5345",198,6,"hazardous or electric items disposed",26,43,0,0.0211,0
"5346",198,6,"large items disposed",27,17,1,0.0211,0.0211
"5347",199,1,"Household heating => 70F",1,80,2,0.000436,0.000872
"5348",199,1,"Household heating < 70F",2,93,7,0.000872,0.006104
"5349",199,1,"Use of heat pump",3,45,0,0.001074,0
"5350",199,1,"Use of air conditioner",4,56,25,0.000598,0.01495
"5351",199,2,"shower - short",5,86,4,0.000122,0.000488
"5352",199,2,"shower - long (> 3 min)",6,85,30,0.0001855,0.005565
"5353",199,2,"bath",7,13,0,0.00025,0
"5354",199,2,"wash-up",8,29,52,3.55e-05,0.001846
"5355",199,3,"use of dishwasher",9,19,0,0.0002895,0
"5356",199,3,"use of clothes washer",10,33,3,0.000326,0.000978
"5357",199,3,"use of clothes dryer",11,11,1,0.000122,0.000122
"5358",199,3,"use of cooking range",12,42.3,0,0.000135,0
"5359",199,3,"use of  oven",13,35,9,0.00015,0.00135
"5360",199,3,"use of self-clean feature of electric oven",14,12,4,0.000178,0.000712
"5361",199,3,"Small kitchen appliance in the home",15,42.3,0,4.75e-05,0
"5362",199,4,"TV/computer use",16,22,59,2e-06,0.000118
"5363",199,5,"air travel - large plane",17,46,2613,0.000179,0.467727
"5364",199,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5365",199,5,"car trips- self only",19,42,325,0.000551,0.179075
"5366",199,5,"car trips - driver and self",20,27,34,0.000554,0.018836
"5367",199,5,"car trips - 2+ people with multiple end points",21,42.3,0,0.000354,0
"5368",199,5,"trips using public ground transportation",22,47,13,0.000276,0.003588
"5369",199,6,"bags of garbage disposed",23,50,18,0.0419,0.7542
"5370",199,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5371",199,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5372",199,6,"hazardous or electric items disposed",26,42.3,0,0.0211,0
"5373",199,6,"large items disposed",27,15,1,0.0211,0.0211
"5374",200,1,"Household heating => 70F",1,82,10,0.000436,0.00436
"5375",200,1,"Household heating < 70F",2,70,6,0.000872,0.005232
"5376",200,1,"Use of heat pump",3,43,0,0.001074,0
"5377",200,1,"Use of air conditioner",4,43,29,0.000598,0.017342
"5378",200,2,"shower - short",5,91,3,0.000122,0.000366
"5379",200,2,"shower - long (> 3 min)",6,88,26,0.0001855,0.004823
"5380",200,2,"bath",7,15,0,0.00025,0
"5381",200,2,"wash-up",8,36,50,3.55e-05,0.001775
"5382",200,3,"use of dishwasher",9,21,0,0.0002895,0
"5383",200,3,"use of clothes washer",10,33,5,0.000326,0.00163
"5384",200,3,"use of clothes dryer",11,18,4,0.000122,0.000488
"5385",200,3,"use of cooking range",12,42.75,0,0.000135,0
"5386",200,3,"use of  oven",13,36,8,0.00015,0.0012
"5387",200,3,"use of self-clean feature of electric oven",14,21,3,0.000178,0.000534
"5388",200,3,"Small kitchen appliance in the home",15,42.75,0,4.75e-05,0
"5389",200,4,"TV/computer use",16,31,60,2e-06,0.00012
"5390",200,5,"air travel - large plane",17,43,2728,0.000179,0.488312
"5391",200,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5392",200,5,"car trips- self only",19,43,281,0.000551,0.154831
"5393",200,5,"car trips - driver and self",20,20,15,0.000554,0.00831
"5394",200,5,"car trips - 2+ people with multiple end points",21,42.75,0,0.000354,0
"5395",200,5,"trips using public ground transportation",22,54,17,0.000276,0.004692
"5396",200,6,"bags of garbage disposed",23,51,25,0.0419,1.0475
"5397",200,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5398",200,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5399",200,6,"hazardous or electric items disposed",26,42.75,0,0.0211,0
"5400",200,6,"large items disposed",27,16,2,0.0211,0.0422
"5401",201,1,"Household heating => 70F",1,70,5,0.000436,0.00218
"5402",201,1,"Household heating < 70F",2,78,4,0.000872,0.003488
"5403",201,1,"Use of heat pump",3,54,-1,0.001074,-0.001074
"5404",201,1,"Use of air conditioner",4,56,22,0.000598,0.013156
"5405",201,2,"shower - short",5,85,5,0.00013625,0.00068125
"5406",201,2,"shower - long (> 3 min)",6,86,18,0.000208,0.003744
"5407",201,2,"bath",7,15,0,0.0002805,0
"5408",201,2,"wash-up",8,27,54,4.2e-05,0.002268
"5409",201,3,"use of dishwasher",9,20,0,0.00030275,0
"5410",201,3,"use of clothes washer",10,37,8,0.00035475,0.002838
"5411",201,3,"use of clothes dryer",11,19,4,0.000122,0.000488
"5412",201,3,"use of cooking range",12,42.8,0,0.000135,0
"5413",201,3,"use of  oven",13,33,11,0.00015,0.00165
"5414",201,3,"use of self-clean feature of electric oven",14,11,1,0.000178,0.000178
"5415",201,3,"Small kitchen appliance in the home",15,42.8,0,4.75e-05,0
"5416",201,4,"TV/computer use",16,28,63,2e-06,0.000126
"5417",201,5,"air travel - large plane",17,49,2729,0.000179,0.488491
"5418",201,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5419",201,5,"car trips- self only",19,49,279,0.0004415,0.1231785
"5420",201,5,"car trips - driver and self",20,37,39,0.0004455,0.0173745
"5421",201,5,"car trips - 2+ people with multiple end points",21,42.8,26,0.0002385,0.006201
"5422",201,5,"trips using public ground transportation",22,42,13,0.000138,0.001794
"5423",201,6,"bags of garbage disposed",23,47,17,0.0419,0.7123
"5424",201,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5425",201,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5426",201,6,"hazardous or electric items disposed",26,42.8,0,0.0211,0
"5427",201,6,"large items disposed",27,13,1,0.0211,0.0211
"5428",202,1,"Household heating => 70F",1,83,3,0.000436,0.001308
"5429",202,1,"Household heating < 70F",2,89,6,0.000872,0.005232
"5430",202,1,"Use of heat pump",3,47,0,0.001074,0
"5431",202,1,"Use of air conditioner",4,54,20,0.000598,0.01196
"5432",202,2,"shower - short",5,85,7,0.000147666666666667,0.00103366666666667
"5433",202,2,"shower - long (> 3 min)",6,89,15,0.000227666666666667,0.003415
"5434",202,2,"bath",7,15,0,0.000289333333333333,0
"5435",202,2,"wash-up",8,40,43,4.2e-05,0.001806
"5436",202,3,"use of dishwasher",9,24,0,0.000322666666666667,0
"5437",202,3,"use of clothes washer",10,37,5,0.000375666666666667,0.00187833333333333
"5438",202,3,"use of clothes dryer",11,19,3,0.000122,0.000366
"5439",202,3,"use of cooking range",12,44.7,0,0.000135,0
"5440",202,3,"use of  oven",13,39,10,0.00015,0.0015
"5441",202,3,"use of self-clean feature of electric oven",14,11,1,0.000178,0.000178
"5442",202,3,"Small kitchen appliance in the home",15,44.7,0,4.75e-05,0
"5443",202,4,"TV/computer use",16,26,62,2e-06,0.000124
"5444",202,5,"air travel - large plane",17,47,2385,0.000179,0.426915
"5445",202,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5446",202,5,"car trips- self only",19,59,300,0.000551,0.1653
"5447",202,5,"car trips - driver and self",20,32,40,0.000554,0.02216
"5448",202,5,"car trips - 2+ people with multiple end points",21,44.7,0,0.000354,0
"5449",202,5,"trips using public ground transportation",22,42,12,0.000276,0.003312
"5450",202,6,"bags of garbage disposed",23,41,21,0.0419,0.8799
"5451",202,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5452",202,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5453",202,6,"hazardous or electric items disposed",26,44.7,0,0.0211,0
"5454",202,6,"large items disposed",27,15,0,0.0211,0
"5455",203,1,"Household heating => 70F",1,82,2,0.000436,0.000872
"5456",203,1,"Household heating < 70F",2,61,10,0.000872,0.00872
"5457",203,1,"Use of heat pump",3,47,0,0.001074,0
"5458",203,1,"Use of air conditioner",4,40,15,0.000598,0.00897
"5459",203,2,"shower - short",5,91,4,0.000177666666666667,0.000710666666666667
"5460",203,2,"shower - long (> 3 min)",6,72,24,0.000271666666666667,0.00652
"5461",203,2,"bath",7,21,0,0.000344666666666667,0
"5462",203,2,"wash-up",8,25,36,5.46666666666667e-05,0.001968
"5463",203,3,"use of dishwasher",9,19,0,0.000369333333333333,0
"5464",203,3,"use of clothes washer",10,36,5,0.000431,0.002155
"5465",203,3,"use of clothes dryer",11,20,1,0.000122,0.000122
"5466",203,3,"use of cooking range",12,41.0476190476191,0,0.000135,0
"5467",203,3,"use of  oven",13,32,10,0.00015,0.0015
"5468",203,3,"use of self-clean feature of electric oven",14,20,3,0.000178,0.000534
"5469",203,3,"Small kitchen appliance in the home",15,41.0476190476191,0,4.75e-05,0
"5470",203,4,"TV/computer use",16,28,58,2e-06,0.000116
"5471",203,5,"air travel - large plane",17,49,2008,0.000179,0.359432
"5472",203,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5473",203,5,"car trips- self only",19,53,434,0.000551,0.239134
"5474",203,5,"car trips - driver and self",20,33,24,0.000554,0.013296
"5475",203,5,"car trips - 2+ people with multiple end points",21,41.0476190476191,16,0.000354,0.005664
"5476",203,5,"trips using public ground transportation",22,58,17,0.000276,0.004692
"5477",203,6,"bags of garbage disposed",23,45,17,0.0419,0.7123
"5478",203,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5479",203,6,"bags of compost deposited (negative CF)",25,13,6,-0.0419,-0.2514
"5480",203,6,"hazardous or electric items disposed",26,41.0476190476191,0,0.0211,0
"5481",203,6,"large items disposed",27,17,2,0.0211,0.0422
"5482",204,1,"Household heating => 70F",1,78,7,0.000436,0.003052
"5483",204,1,"Household heating < 70F",2,74,4,0.000872,0.003488
"5484",204,1,"Use of heat pump",3,53,0,0.001074,0
"5485",204,1,"Use of air conditioner",4,42,12,0.000598,0.007176
"5486",204,2,"shower - short",5,95,8,0.000115333333333333,0.000922666666666667
"5487",204,2,"shower - long (> 3 min)",6,83,27,0.000173333333333333,0.00468
"5488",204,2,"bath",7,19,0,0.000251333333333333,0
"5489",204,2,"wash-up",8,29,54,3.76666666666667e-05,0.002034
"5490",204,3,"use of dishwasher",9,21,0,0.000277,0
"5491",204,3,"use of clothes washer",10,29,2,0.000319166666666667,0.000638333333333333
"5492",204,3,"use of clothes dryer",11,12,3,0.000127,0.000381
"5493",204,3,"use of cooking range",12,43.25,0,0.0001385,0
"5494",204,3,"use of  oven",13,37,12,0.000156,0.001872
"5495",204,3,"use of self-clean feature of electric oven",14,20,4,0.0001885,0.000754
"5496",204,3,"Small kitchen appliance in the home",15,43.25,0,4.75e-05,0
"5497",204,4,"TV/computer use",16,28,59,2e-06,0.000118
"5498",204,5,"air travel - large plane",17,49,2921,0.000179,0.522859
"5499",204,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5500",204,5,"car trips- self only",19,48,452,0.000551,0.249052
"5501",204,5,"car trips - driver and self",20,35,24,0.000554,0.013296
"5502",204,5,"car trips - 2+ people with multiple end points",21,43.25,0,0.000354,0
"5503",204,5,"trips using public ground transportation",22,52,14,0.000276,0.003864
"5504",204,6,"bags of garbage disposed",23,44,26,0.0419,1.0894
"5505",204,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5506",204,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5507",204,6,"hazardous or electric items disposed",26,43.25,0,0.0211,0
"5508",204,6,"large items disposed",27,17,0,0.0211,0
"5509",205,1,"Household heating => 70F",1,67,3,0.000436,0.001308
"5510",205,1,"Household heating < 70F",2,70,2,0.000872,0.001744
"5511",205,1,"Use of heat pump",3,52,0,0.001074,0
"5512",205,1,"Use of air conditioner",4,57,18,0.000598,0.010764
"5513",205,2,"shower - short",5,95,7,0.000199,0.001393
"5514",205,2,"shower - long (> 3 min)",6,84,37,0.000312,0.011544
"5515",205,2,"bath",7,22,5,0.000368,0.00184
"5516",205,2,"wash-up",8,38,54,5.5e-05,0.00297
"5517",205,3,"use of dishwasher",9,20,0,0.000389,0
"5518",205,3,"use of clothes washer",10,40,2,0.000475,0.00095
"5519",205,3,"use of clothes dryer",11,21,4,0.000122,0.000488
"5520",205,3,"use of cooking range",12,43.0952380952381,0,0.000135,0
"5521",205,3,"use of  oven",13,41,8,0.00015,0.0012
"5522",205,3,"use of self-clean feature of electric oven",14,21,4,0.000178,0.000712
"5523",205,3,"Small kitchen appliance in the home",15,43.0952380952381,0,4.75e-05,0
"5524",205,4,"TV/computer use",16,24,62,2e-06,0.000124
"5525",205,5,"air travel - large plane",17,51,3058,0.000179,0.547382
"5526",205,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5527",205,5,"car trips- self only",19,62,434,0.000551,0.239134
"5528",205,5,"car trips - driver and self",20,30,28,0.000554,0.015512
"5529",205,5,"car trips - 2+ people with multiple end points",21,43.0952380952381,24,0.000354,0.008496
"5530",205,5,"trips using public ground transportation",22,50,18,0.000276,0.004968
"5531",205,6,"bags of garbage disposed",23,42,27,0.0419,1.1313
"5532",205,6,"bags of recycling deposited (negative CF)",24,6,3,-0.0419,-0.1257
"5533",205,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5534",205,6,"hazardous or electric items disposed",26,43.0952380952381,0,0.0211,0
"5535",205,6,"large items disposed",27,12,0,0.0211,0
"5536",206,1,"Household heating => 70F",1,69,5,0.000436,0.00218
"5537",206,1,"Household heating < 70F",2,64,9,0.000872,0.007848
"5538",206,1,"Use of heat pump",3,52,0,0.001074,0
"5539",206,1,"Use of air conditioner",4,46,17,0.000598,0.010166
"5540",206,2,"shower - short",5,96,5,0.000115333333333333,0.000576666666666667
"5541",206,2,"shower - long (> 3 min)",6,82,12,0.000173333333333333,0.00208
"5542",206,2,"bath",7,20,0,0.000251333333333333,0
"5543",206,2,"wash-up",8,24,51,3.76666666666667e-05,0.001921
"5544",206,3,"use of dishwasher",9,23,0,0.000277,0
"5545",206,3,"use of clothes washer",10,37,4,0.000319166666666667,0.00127666666666667
"5546",206,3,"use of clothes dryer",11,16,3,0.000127,0.000381
"5547",206,3,"use of cooking range",12,43.05,0,0.0001385,0
"5548",206,3,"use of  oven",13,37,12,0.000156,0.001872
"5549",206,3,"use of self-clean feature of electric oven",14,17,1,0.0001885,0.0001885
"5550",206,3,"Small kitchen appliance in the home",15,43.05,0,4.75e-05,0
"5551",206,4,"TV/computer use",16,21,63,2e-06,0.000126
"5552",206,5,"air travel - large plane",17,51,2702,0.000179,0.483658
"5553",206,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5554",206,5,"car trips- self only",19,59,364,0.000551,0.200564
"5555",206,5,"car trips - driver and self",20,33,31,0.000554,0.017174
"5556",206,5,"car trips - 2+ people with multiple end points",21,43.05,0,0.000354,0
"5557",206,5,"trips using public ground transportation",22,48,18,0.000276,0.004968
"5558",206,6,"bags of garbage disposed",23,47,19,0.0419,0.7961
"5559",206,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5560",206,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5561",206,6,"hazardous or electric items disposed",26,43.05,0,0.0211,0
"5562",206,6,"large items disposed",27,19,0,0.0211,0
"5563",207,1,"Household heating => 70F",1,79,9,0.000436,0.003924
"5564",207,1,"Household heating < 70F",2,77,8,0.000872,0.006976
"5565",207,1,"Use of heat pump",3,49,0,0.001074,0
"5566",207,1,"Use of air conditioner",4,57,24,0.000598,0.014352
"5567",207,2,"shower - short",5,83,7,0.000177666666666667,0.00124366666666667
"5568",207,2,"shower - long (> 3 min)",6,79,38,0.000271666666666667,0.0103233333333333
"5569",207,2,"bath",7,19,0,0.000344666666666667,0
"5570",207,2,"wash-up",8,24,36,5.46666666666667e-05,0.001968
"5571",207,3,"use of dishwasher",9,25,0,0.000369333333333333,0
"5572",207,3,"use of clothes washer",10,30,5,0.000431,0.002155
"5573",207,3,"use of clothes dryer",11,17,1,0.000122,0.000122
"5574",207,3,"use of cooking range",12,41.5238095238095,0,0.000135,0
"5575",207,3,"use of  oven",13,36,9,0.00015,0.00135
"5576",207,3,"use of self-clean feature of electric oven",14,19,3,0.000178,0.000534
"5577",207,3,"Small kitchen appliance in the home",15,41.5238095238095,0,4.75e-05,0
"5578",207,4,"TV/computer use",16,31,62,2e-06,0.000124
"5579",207,5,"air travel - large plane",17,48,2865,0.000179,0.512835
"5580",207,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5581",207,5,"car trips- self only",19,55,343,0.0004415,0.1514345
"5582",207,5,"car trips - driver and self",20,29,14,0.0004455,0.006237
"5583",207,5,"car trips - 2+ people with multiple end points",21,41.5238095238095,0,0.0002385,0
"5584",207,5,"trips using public ground transportation",22,45,18,0.000138,0.002484
"5585",207,6,"bags of garbage disposed",23,46,28,0.0419,1.1732
"5586",207,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5587",207,6,"bags of compost deposited (negative CF)",25,6,3,-0.0419,-0.1257
"5588",207,6,"hazardous or electric items disposed",26,41.5238095238095,0,0.0211,0
"5589",207,6,"large items disposed",27,18,1,0.0211,0.0211
"5590",208,1,"Household heating => 70F",1,83,4,0.000436,0.001744
"5591",208,1,"Household heating < 70F",2,84,7,0.000872,0.006104
"5592",208,1,"Use of heat pump",3,55,0,0.001074,0
"5593",208,1,"Use of air conditioner",4,49,21,0.000598,0.012558
"5594",208,2,"shower - short",5,94,5,0.000177666666666667,0.000888333333333333
"5595",208,2,"shower - long (> 3 min)",6,83,26,0.000271666666666667,0.00706333333333333
"5596",208,2,"bath",7,17,0,0.000344666666666667,0
"5597",208,2,"wash-up",8,44,38,5.46666666666667e-05,0.00207733333333333
"5598",208,3,"use of dishwasher",9,23,0,0.000369333333333333,0
"5599",208,3,"use of clothes washer",10,45,8,0.000431,0.003448
"5600",208,3,"use of clothes dryer",11,15,3,0.000122,0.000366
"5601",208,3,"use of cooking range",12,45.15,0,0.000135,0
"5602",208,3,"use of  oven",13,41,11,0.00015,0.00165
"5603",208,3,"use of self-clean feature of electric oven",14,19,3,0.000178,0.000534
"5604",208,3,"Small kitchen appliance in the home",15,45.15,0,4.75e-05,0
"5605",208,4,"TV/computer use",16,23,58,2e-06,0.000116
"5606",208,5,"air travel - large plane",17,48,3585,0.000179,0.641715
"5607",208,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5608",208,5,"car trips- self only",19,50,429,0.0004415,0.1894035
"5609",208,5,"car trips - driver and self",20,26,34,0.0004455,0.015147
"5610",208,5,"car trips - 2+ people with multiple end points",21,45.15,0,0.0002385,0
"5611",208,5,"trips using public ground transportation",22,46,12,0.000138,0.001656
"5612",208,6,"bags of garbage disposed",23,43,19,0.0419,0.7961
"5613",208,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5614",208,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5615",208,6,"hazardous or electric items disposed",26,45.15,0,0.0211,0
"5616",208,6,"large items disposed",27,15,1,0.0211,0.0211
"5617",209,1,"Household heating => 70F",1,60,7,0.000543,0.003801
"5618",209,1,"Household heating < 70F",2,62,7,0.0008975,0.0062825
"5619",209,1,"Use of heat pump",3,47,0,0.0011515,0
"5620",209,1,"Use of air conditioner",4,53,28,0.004289,0.120092
"5621",209,2,"shower - short",5,91,8,0.00013625,0.00109
"5622",209,2,"shower - long (> 3 min)",6,79,31,0.000208,0.006448
"5623",209,2,"bath",7,10,0,0.0002805,0
"5624",209,2,"wash-up",8,33,40,4.2e-05,0.00168
"5625",209,3,"use of dishwasher",9,19,0,0.00030275,0
"5626",209,3,"use of clothes washer",10,42,6,0.00035475,0.0021285
"5627",209,3,"use of clothes dryer",11,20,4,0.000122,0.000488
"5628",209,3,"use of cooking range",12,40.1904761904762,0,0.000135,0
"5629",209,3,"use of  oven",13,41,9,0.00015,0.00135
"5630",209,3,"use of self-clean feature of electric oven",14,21,2,0.000178,0.000356
"5631",209,3,"Small kitchen appliance in the home",15,40.1904761904762,0,4.75e-05,0
"5632",209,4,"TV/computer use",16,23,64,2e-06,0.000128
"5633",209,5,"air travel - large plane",17,50,3155,0.000179,0.564745
"5634",209,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5635",209,5,"car trips- self only",19,45,388,0.0004415,0.171302
"5636",209,5,"car trips - driver and self",20,27,29,0.0004455,0.0129195
"5637",209,5,"car trips - 2+ people with multiple end points",21,40.1904761904762,0,0.0002385,0
"5638",209,5,"trips using public ground transportation",22,48,12,0.000138,0.001656
"5639",209,6,"bags of garbage disposed",23,41,21,0.0419,0.8799
"5640",209,6,"bags of recycling deposited (negative CF)",24,16,8,-0.0419,-0.3352
"5641",209,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5642",209,6,"hazardous or electric items disposed",26,40.1904761904762,0,0.0211,0
"5643",209,6,"large items disposed",27,16,0,0.0211,0
"5644",210,1,"Household heating => 70F",1,86,5,0.000436,0.00218
"5645",210,1,"Household heating < 70F",2,64,5,0.000872,0.00436
"5646",210,1,"Use of heat pump",3,49,-5,0.001074,-0.00537
"5647",210,1,"Use of air conditioner",4,53,31,0.000598,0.018538
"5648",210,2,"shower - short",5,98,4,0.000147666666666667,0.000590666666666667
"5649",210,2,"shower - long (> 3 min)",6,78,29,0.000227666666666667,0.00660233333333333
"5650",210,2,"bath",7,16,0,0.000289333333333333,0
"5651",210,2,"wash-up",8,33,36,4.2e-05,0.001512
"5652",210,3,"use of dishwasher",9,22,0,0.000322666666666667,0
"5653",210,3,"use of clothes washer",10,46,4,0.000375666666666667,0.00150266666666667
"5654",210,3,"use of clothes dryer",11,21,2,0.000122,0.000244
"5655",210,3,"use of cooking range",12,43.9,0,0.000135,0
"5656",210,3,"use of  oven",13,31,11,0.00015,0.00165
"5657",210,3,"use of self-clean feature of electric oven",14,14,3,0.000178,0.000534
"5658",210,3,"Small kitchen appliance in the home",15,43.9,0,4.75e-05,0
"5659",210,4,"TV/computer use",16,24,61,2e-06,0.000122
"5660",210,5,"air travel - large plane",17,49,3223,0.000179,0.576917
"5661",210,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"5662",210,5,"car trips- self only",19,57,347,0.000551,0.191197
"5663",210,5,"car trips - driver and self",20,33,31,0.000554,0.017174
"5664",210,5,"car trips - 2+ people with multiple end points",21,43.9,0,0.000354,0
"5665",210,5,"trips using public ground transportation",22,43,15,0.000276,0.00414
"5666",210,6,"bags of garbage disposed",23,45,17,0.0419,0.7123
"5667",210,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"5668",210,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"5669",210,6,"hazardous or electric items disposed",26,43.9,0,0.0211,0
