"","Indnum","Com_1","Com_2","Com_3","Com_4","Com_5","Com_6","Com_7","Com_8","Com_9","Com_10","Com_11","Com_12","Com_13","Com_14","Com_15","Com_16","Com_17","Com_18","Com_19","Com_20","Com_21","Com_22","Com_23","Com_24","Com_25","Com_26","Com_27"
"229",229,4,4,0,7,24,6,0,17,0,4,1,0,15,1,0,64,4216,0,509,20,0,24,20,0,0,0,1
"230",230,5,2,0,11,31,8,0,20,0,3,6,0,11,1,0,59,5158,340,168,17,13,24,21,0,0,0,0
"231",231,12,4,0,13,34,12,0,21,0,1,1,0,13,1,0,59,2632,0,435,8,37,21,28,0,0,0,0
"232",232,13,5,0,54,32,6,0,24,0,3,1,0,16,1,0,63,2974,0,172,12,15,21,17,0,0,1,1
"233",233,3,1,0,96,33,8,0,24,0,3,6,0,12,2,0,58,3033,0,144,11,0,20,26,0,0,0,1
"234",234,10,2,0,14,28,7,0,16,0,3,1,0,12,1,0,61,4751,0,142,8,0,17,26,0,0,0,2
"235",235,12,4,0,57,29,10,0,17,0,11,1,0,5,1,0,60,2837,0,158,17,15,20,20,0,0,0,2
"236",236,9,1,0,16,40,12,0,23,0,2,2,0,15,2,0,63,4077,0,132,8,34,21,21,0,0,0,2
"237",237,3,10,15,15,37,13,0,18,0,2,1,0,13,2,0,62,3184,0,232,11,0,16,24,0,0,0,1
"238",238,7,1,0,8,40,13,0,21,0,4,1,0,15,1,0,59,3036,216,136,16,16,19,17,0,0,0,1
"239",239,5,1,0,81,35,7,0,23,0,7,2,0,15,1,71,61,4621,0,139,19,0,24,21,0,4,0,2
"240",240,12,5,0,13,34,7,0,22,19,3,6,0,11,1,0,63,3750,0,170,14,0,23,25,0,0,0,2
"241",241,4,4,0,9,35,7,0,24,0,2,2,0,12,1,0,62,3824,0,228,5,24,25,27,0,7,0,2
"242",242,6,2,0,12,36,14,0,20,0,3,2,0,11,1,0,64,3616,0,158,15,0,25,27,0,0,0,0
"243",243,8,5,0,11,49,13,4,25,26,2,2,0,15,2,0,60,3764,0,569,18,0,23,24,0,0,2,2
"244",244,13,3,0,81,40,20,0,18,0,4,1,0,12,2,0,58,2820,0,230,8,0,24,28,0,3,0,1
"245",245,11,4,0,63,36,14,0,18,0,4,2,0,16,1,0,64,3379,0,152,14,39,20,20,0,0,0,2
"246",246,6,2,0,6,46,18,0,26,0,2,1,0,11,1,0,61,4098,271,166,17,0,25,23,0,0,0,1
"247",247,3,1,0,75,46,12,0,28,0,1,3,0,11,1,0,58,4280,0,179,5,0,24,17,0,4,1,1
"248",248,7,3,0,84,40,14,0,22,0,1,1,0,15,1,0,61,3531,0,175,18,24,19,18,0,0,0,2
"249",249,3,1,0,48,32,11,0,17,15,1,2,0,16,1,0,63,4861,0,132,17,0,17,28,0,0,0,2
"250",250,8,1,0,10,29,6,0,21,24,3,1,0,11,1,0,60,2854,0,184,16,20,19,23,0,0,0,2
"251",251,13,4,0,11,34,16,0,17,0,1,2,0,16,2,0,62,4614,0,165,7,0,25,19,0,0,0,2
"252",252,12,3,0,57,45,14,0,25,0,3,2,0,11,1,0,60,5104,0,192,6,0,20,20,0,0,0,2
"253",253,11,4,0,66,37,15,0,21,0,2,2,0,13,1,0,64,4937,0,171,20,0,25,24,0,0,0,0
"254",254,5,3,0,8,31,7,0,23,0,3,3,0,12,1,0,61,4943,0,151,18,39,20,18,0,6,0,1
"255",255,6,2,0,12,28,10,0,17,0,2,2,10,12,2,0,58,3793,0,190,16,39,19,21,0,0,0,1
"256",256,3,1,0,10,45,18,0,24,0,4,2,0,15,1,0,63,4683,0,552,12,0,17,22,0,0,0,0
"257",257,12,3,0,6,36,18,0,17,0,4,2,0,15,2,0,59,4177,0,202,17,39,23,20,0,0,0,0
"258",258,6,2,0,66,42,9,0,28,0,4,1,0,15,1,0,61,5111,0,231,12,30,21,20,0,0,0,2
"259",259,7,3,0,42,27,9,0,16,0,2,1,0,13,1,0,59,3601,266,129,8,36,23,21,0,0,0,2
"260",260,9,3,0,6,33,11,0,22,0,1,2,0,13,1,0,60,4007,0,198,6,20,16,26,0,0,0,0
"261",261,8,2,0,84,44,13,0,24,0,3,2,0,13,1,0,64,4162,0,178,19,0,16,18,0,0,0,0
"262",262,11,2,0,10,42,19,0,22,0,4,2,0,15,2,0,60,3039,0,167,15,0,23,17,0,0,0,0
"263",263,8,4,0,60,40,17,0,17,0,4,1,0,13,2,0,63,3642,0,226,18,0,17,28,0,0,0,2
"264",264,12,2,0,63,39,9,0,24,0,4,1,0,16,2,0,60,3954,0,368,6,13,20,24,0,0,0,0
"265",265,7,3,0,66,28,25,0,28,0,4,1,0,6,1,0,59,3384,0,214,10,38,24,19,0,0,0,0
"266",266,8,4,0,14,39,10,0,24,0,3,2,0,13,2,0,61,4172,0,155,10,16,21,23,0,0,0,0
"267",267,6,3,0,54,40,14,0,23,0,3,2,0,15,2,0,64,2974,0,217,13,33,16,21,0,0,0,2
"268",268,12,4,0,6,38,18,0,17,0,3,2,0,11,2,0,62,5100,0,151,7,0,20,27,0,0,0,0
"269",269,4,1,0,63,39,10,0,22,0,3,1,0,13,2,0,63,2729,0,220,5,0,19,25,0,0,0,0
"270",270,7,1,0,14,50,16,3,26,0,4,1,0,13,2,0,62,3731,0,157,19,0,19,19,0,0,0,0
"271",271,4,3,0,7,39,15,0,18,0,4,2,0,13,1,0,61,2776,0,136,20,0,20,19,0,0,0,1
"272",272,11,5,0,69,29,6,0,17,0,1,2,0,15,2,0,62,2741,0,187,9,16,17,20,0,0,0,2
"273",273,11,4,0,8,46,18,2,18,0,3,1,0,12,1,0,62,2914,0,201,8,20,17,25,5,0,0,1
"274",274,1,7,0,9,43,10,0,25,0,1,2,0,13,2,0,58,3919,0,150,6,33,17,21,0,0,0,2
"275",275,8,1,0,13,34,12,0,16,0,4,2,16,11,2,0,64,3442,0,535,11,0,17,22,0,0,0,0
"276",276,2,1,0,57,38,14,0,19,0,1,2,0,12,2,0,59,3600,272,189,20,32,19,19,0,0,0,1
"277",277,11,1,0,96,35,9,0,20,0,1,6,0,16,2,0,63,5026,0,204,20,0,24,22,0,2,0,1
"278",278,9,5,0,10,38,14,0,18,0,1,1,0,12,2,0,63,3468,0,175,12,17,16,22,0,0,0,0
"279",279,10,2,0,10,43,15,0,21,0,2,1,0,13,2,0,62,3889,0,215,18,0,24,19,0,2,0,1
"280",280,6,3,0,72,41,13,0,25,0,3,2,0,13,2,0,60,2932,0,212,5,16,16,17,0,0,0,1
"281",281,4,1,0,11,35,6,0,26,0,3,6,0,13,2,0,62,3586,0,148,19,21,16,19,0,0,0,1
"282",282,10,5,0,78,33,10,0,19,0,4,2,0,16,2,0,63,3195,0,224,9,28,17,17,0,0,0,1
"283",283,2,1,0,93,28,5,0,17,0,2,4,0,15,1,0,58,4872,0,552,14,21,23,28,0,0,0,2
"284",284,13,4,0,51,49,20,0,22,0,2,1,0,11,1,0,58,5018,0,196,6,28,24,25,4,0,0,0
"285",285,8,3,0,12,36,5,0,24,0,3,2,0,15,1,0,64,2664,0,156,8,0,20,25,0,0,0,1
"286",286,10,2,0,13,39,9,0,26,0,3,1,0,16,2,0,62,4623,0,501,15,0,23,22,0,2,0,1
"287",287,9,4,0,63,41,16,0,21,0,2,2,0,13,1,0,62,5104,0,224,20,0,20,28,0,0,0,0
"288",288,12,5,0,15,40,14,0,19,0,1,1,0,16,2,0,59,5104,0,207,14,33,24,19,0,0,0,0
"289",289,13,4,0,60,35,15,0,18,0,4,1,0,13,2,0,63,4899,0,181,8,0,24,26,0,6,0,2
"290",290,5,2,0,14,33,13,0,20,0,3,2,0,16,1,0,64,3902,0,168,7,24,20,23,0,3,0,1
"291",291,6,2,0,8,37,9,0,26,0,3,2,0,13,2,73,59,4608,0,180,9,23,16,27,0,0,0,0
"292",292,12,5,0,78,40,7,0,26,0,2,2,0,16,2,0,61,2941,0,218,19,19,17,18,0,0,0,0
"293",293,5,4,0,15,41,11,0,28,0,4,1,0,16,2,0,63,3390,0,228,13,33,17,27,0,0,0,2
"294",294,3,1,0,7,43,16,0,20,0,4,2,0,13,2,0,63,5122,0,536,13,0,24,19,0,0,0,1
"295",295,3,2,0,75,40,15,0,19,0,4,2,0,15,1,0,61,4333,0,198,5,37,23,28,0,0,0,1
"296",296,8,3,0,14,38,9,0,25,0,2,1,0,13,1,0,58,3387,0,202,12,0,19,26,0,0,0,0
"297",297,8,3,0,6,27,7,0,19,0,4,2,16,12,1,0,63,4492,0,172,16,0,20,28,0,0,0,0
"298",298,2,1,0,9,46,18,0,26,0,2,1,0,15,2,0,58,4023,0,167,20,23,19,28,0,0,0,1
"299",299,8,1,0,12,50,19,0,25,15,3,1,0,12,1,0,64,4917,0,209,6,17,20,20,0,0,0,1
"300",300,13,5,0,10,42,14,0,24,0,2,1,0,12,1,0,59,4326,0,148,14,26,23,22,0,0,0,2
"301",301,9,4,0,12,36,15,0,17,0,4,3,0,12,1,0,61,2801,278,169,13,0,20,24,0,4,1,1
"302",302,10,3,0,12,29,5,0,23,0,10,2,0,5,2,0,64,3958,0,158,20,37,21,18,0,0,0,2
"303",303,14,5,0,48,38,10,0,24,0,3,1,0,12,2,65,61,5191,0,187,19,24,24,25,0,0,0,1
"304",304,10,5,0,13,25,5,0,19,0,1,1,0,15,2,0,61,3201,0,187,16,36,19,17,0,0,3,0
"305",305,9,1,0,12,36,12,0,18,0,4,3,0,11,2,0,63,3980,0,227,15,0,19,17,0,0,0,0
"306",306,8,5,0,42,48,16,0,26,0,2,6,0,16,2,0,62,4162,0,209,11,0,23,24,0,6,0,2
"307",307,7,5,0,7,30,7,0,18,0,3,2,0,16,1,0,61,4433,0,188,15,0,23,24,0,0,0,2
"308",308,6,2,0,15,43,16,3,22,0,4,1,0,15,1,0,62,4600,0,200,17,0,23,24,0,0,0,1
"309",309,10,1,0,16,42,13,0,25,0,3,1,0,15,1,0,62,4652,0,191,8,0,17,18,0,0,0,0
"310",310,4,2,0,8,46,19,0,24,0,3,2,0,13,1,0,59,4372,0,165,14,39,25,24,0,0,0,0
"311",311,12,3,0,51,39,7,0,26,0,4,6,0,12,1,0,58,3672,0,188,19,34,21,28,0,0,0,0
"312",312,1,6,0,14,39,14,0,24,0,3,1,0,16,2,0,58,2964,0,179,11,0,25,17,0,0,0,1
"313",313,9,2,0,12,44,9,0,28,0,2,1,0,13,1,0,62,3591,0,205,19,0,23,28,0,0,0,0
"314",314,11,3,0,15,29,11,0,17,19,1,2,0,15,2,0,62,3673,0,149,19,0,23,23,0,0,2,1
"315",315,3,1,0,9,43,20,0,17,0,2,2,0,13,1,0,60,3449,0,212,13,0,25,25,0,0,0,0
"316",316,6,4,0,69,37,14,0,16,0,3,2,0,15,2,0,59,3575,0,216,12,26,25,19,0,0,0,2
"317",317,1,1,0,39,37,9,0,24,0,2,2,0,13,1,0,62,4950,0,149,12,0,16,18,0,0,0,2
"318",318,7,1,0,11,33,11,0,20,0,2,2,0,15,2,0,59,3150,0,172,16,33,23,22,0,0,0,0
"319",319,10,2,0,14,33,6,0,22,0,1,1,0,13,2,0,63,4357,0,142,10,28,17,20,0,2,0,0
"320",320,9,4,0,8,40,10,0,28,0,3,1,0,15,1,0,64,4132,0,149,7,21,19,27,0,0,0,0
"321",321,9,1,0,81,41,9,0,28,0,2,2,0,16,2,0,61,4183,0,188,15,0,17,25,0,0,0,1
"322",322,10,2,0,15,35,6,0,26,17,3,2,0,16,2,0,59,4898,0,163,15,15,25,27,0,0,0,1
"323",323,11,3,0,7,45,18,0,25,0,3,2,0,12,2,0,61,4526,0,164,9,0,23,25,0,0,0,0
"324",324,9,2,0,11,48,16,0,26,0,4,2,0,5,1,0,58,3734,0,165,8,28,21,17,0,0,0,0
"325",325,9,3,6,96,44,12,0,27,0,2,1,0,15,2,0,60,4742,0,222,20,0,25,17,0,0,0,1
"326",326,15,5,0,16,37,17,0,18,0,3,2,0,15,1,0,62,4183,0,167,12,16,20,17,0,0,0,0
"327",327,5,3,0,7,35,11,0,22,0,2,1,0,12,2,0,64,3583,0,166,12,0,24,19,0,0,0,0
"328",328,2,2,0,57,31,11,2,17,0,2,1,0,12,1,0,58,3301,0,591,13,13,19,22,0,2,0,0
"329",329,13,3,0,9,34,11,0,18,0,4,1,0,13,2,0,62,2931,0,436,17,0,24,25,0,0,0,1
"330",330,10,2,0,8,43,17,0,25,0,3,1,0,13,2,0,63,2932,0,205,19,34,20,20,0,2,0,1
"331",331,7,4,0,13,38,20,0,17,0,4,1,0,6,2,0,58,4315,0,138,10,0,25,19,0,0,0,2
"332",332,10,4,0,7,45,19,0,23,0,4,2,0,11,2,0,61,3690,0,149,15,0,19,21,0,0,0,2
"333",333,8,2,0,8,35,18,0,16,0,1,2,0,12,2,0,63,3997,202,402,10,0,20,19,0,0,0,1
"334",334,12,4,0,16,49,18,0,26,0,4,2,0,12,1,0,63,3188,0,179,12,17,21,21,0,0,0,0
"335",335,3,3,0,15,38,12,0,19,0,2,2,0,13,2,0,64,2824,0,193,14,0,16,26,0,0,2,0
"336",336,4,1,0,7,43,20,0,21,0,4,1,0,15,1,0,62,4030,0,189,10,0,19,25,0,0,0,0
"337",337,11,4,0,15,37,8,0,25,0,3,1,23,15,1,0,63,4925,0,205,11,15,25,20,0,0,0,1
"338",338,9,4,0,90,31,5,0,20,0,4,2,0,13,2,0,63,4570,0,205,18,0,24,23,0,0,0,1
"339",339,5,3,0,42,42,14,0,27,0,1,2,0,12,1,0,62,3969,0,141,12,0,21,22,6,6,0,2
"340",340,14,5,0,57,30,5,0,20,0,4,6,0,11,2,65,58,5116,0,164,9,19,24,24,0,0,0,0
"341",341,10,4,0,15,29,6,0,16,0,4,2,0,12,1,0,61,4320,0,571,16,0,20,25,0,0,0,2
"342",342,7,3,0,9,40,14,0,19,0,2,2,0,12,2,0,59,5093,0,209,8,0,16,24,0,0,0,2
"343",343,8,5,0,10,40,18,0,19,0,3,2,0,11,2,0,62,4024,0,171,19,0,21,25,0,0,0,2
"344",344,8,5,3,16,45,19,0,20,0,4,1,0,11,1,0,62,4729,0,212,17,0,16,25,0,0,0,2
"345",345,10,3,0,36,40,18,0,17,0,1,1,0,15,2,0,60,3361,0,189,17,30,24,19,0,0,0,2
"346",346,10,3,0,13,44,18,0,22,24,4,1,0,15,2,0,63,3507,0,172,8,34,24,21,0,0,0,1
"347",347,9,1,0,45,46,17,0,24,0,1,2,0,11,1,0,64,2901,0,135,11,23,21,26,0,0,0,1
"348",348,8,5,0,81,26,7,0,18,0,1,1,0,12,1,0,58,3287,0,136,20,0,17,25,0,0,0,2
"349",349,2,1,0,48,41,14,0,26,0,2,2,0,13,1,0,63,4168,0,146,11,0,16,28,8,8,0,1
"350",350,6,1,0,7,40,7,0,27,0,4,1,0,11,1,0,59,4339,0,182,14,20,21,28,0,0,0,0
"351",351,6,2,0,14,30,6,0,21,0,4,2,0,16,2,0,58,2617,330,159,17,0,24,17,0,0,0,0
"352",352,3,1,0,7,38,9,0,25,0,4,1,0,13,2,0,62,2607,0,171,17,23,23,20,0,0,0,1
"353",353,9,3,0,12,40,15,0,19,0,2,1,0,15,1,0,62,4127,0,350,15,0,19,24,0,0,0,2
"354",354,7,4,0,87,41,19,0,17,0,4,2,0,15,2,0,58,3595,0,232,8,19,23,20,0,0,0,1
"355",355,11,2,0,10,38,7,2,22,0,2,1,0,11,1,0,60,4526,0,232,19,33,17,23,0,0,0,2
"356",356,6,4,0,7,38,15,0,19,0,4,2,0,16,2,81,60,4666,0,220,16,29,24,18,0,0,0,0
"357",357,15,5,0,8,34,11,0,22,0,1,1,0,15,2,0,63,4842,0,222,10,0,21,20,0,0,0,0
"358",358,4,1,0,66,41,14,0,25,0,1,2,0,11,2,0,60,4289,0,147,12,0,19,22,0,0,0,2
"359",359,4,1,0,63,37,8,0,22,0,3,2,0,11,1,0,64,4276,0,143,14,24,16,23,0,5,0,1
"360",360,9,2,0,51,42,18,0,19,0,2,2,0,15,2,0,62,4937,0,177,17,0,23,23,0,0,0,0
"361",361,8,1,0,39,45,17,0,26,0,1,2,0,11,2,0,60,4913,0,153,8,34,24,19,0,0,0,1
"362",362,5,4,0,39,38,11,0,22,0,1,4,0,12,1,0,59,3001,0,178,14,0,25,25,0,0,0,0
"363",363,11,4,0,8,40,12,0,26,0,4,1,0,13,2,0,62,3972,0,192,11,0,25,19,0,0,0,1
"364",364,4,3,0,66,48,18,0,28,0,2,1,0,16,2,0,61,3286,0,178,10,32,20,24,0,0,0,0
"365",365,2,1,0,6,29,9,0,18,0,3,2,0,13,1,0,64,3659,0,176,17,16,20,24,0,0,0,2
"366",366,2,1,0,12,42,16,0,24,0,4,2,0,16,1,0,59,3122,0,169,15,17,25,22,0,0,0,2
"367",367,4,2,0,54,39,9,0,26,0,3,2,0,11,1,0,61,3611,0,593,8,0,20,24,0,0,0,0
"368",368,7,1,0,6,49,20,0,23,0,1,2,0,13,1,80,58,3750,0,183,8,0,23,22,0,0,0,0
"369",369,9,1,0,81,42,13,0,25,0,3,2,0,12,1,0,59,2876,0,158,11,0,23,18,0,0,0,1
"370",370,8,1,0,14,42,20,0,19,0,3,1,0,16,1,0,64,5112,0,138,6,20,19,22,0,0,0,2
"371",371,14,5,0,9,34,5,0,26,0,1,1,0,13,2,0,62,2775,0,210,12,0,21,26,0,0,0,2
"372",372,5,2,0,12,32,14,0,18,0,4,1,0,11,2,0,61,3595,0,193,12,0,24,28,0,6,0,1
"373",373,10,3,0,15,29,6,0,22,25,4,2,0,12,1,0,64,4878,0,212,17,0,25,23,0,0,0,1
"374",374,9,2,0,12,37,10,0,25,0,2,2,0,13,2,0,63,3796,0,221,7,29,25,24,0,0,0,2
"375",375,10,5,15,11,34,7,0,24,0,2,1,0,15,1,0,63,4865,0,152,20,25,16,20,0,0,0,1
"376",376,2,2,0,16,43,16,0,24,0,2,1,0,11,2,0,63,4505,0,182,15,0,19,18,0,0,2,2
"377",377,8,1,0,15,45,20,0,18,0,1,1,0,11,1,0,61,4003,0,215,20,0,16,24,0,0,0,2
"378",378,4,1,0,93,37,19,0,16,0,2,2,0,12,2,0,61,3663,0,194,5,15,25,24,0,0,1,2
"379",379,12,4,0,12,41,13,0,23,0,1,4,0,13,2,0,61,5055,0,206,8,0,16,19,0,0,0,0
"380",380,5,2,15,14,38,18,0,19,0,2,2,0,11,1,0,64,2730,0,137,15,37,16,22,0,0,0,1
"381",381,8,5,9,96,41,9,0,26,0,2,1,0,16,1,0,60,3990,0,210,19,0,20,28,0,0,0,2
"382",382,8,5,0,15,34,15,0,17,0,1,2,0,15,2,0,63,3166,0,206,17,15,21,25,0,0,0,1
"383",383,11,3,0,8,39,15,0,17,0,1,1,0,12,1,0,61,3611,336,178,10,0,20,24,0,0,0,1
"384",384,6,3,0,9,31,12,0,16,0,2,1,0,13,1,0,60,3244,0,232,13,0,17,23,0,0,0,0
"385",385,8,5,0,10,39,13,0,19,0,4,1,0,16,2,0,62,2928,0,354,16,26,17,26,0,0,0,1
"386",386,10,3,0,14,44,12,0,26,0,4,2,0,16,1,0,59,3626,0,580,20,0,16,18,0,0,0,1
"387",387,10,2,0,16,39,20,0,17,0,1,2,0,16,2,0,61,3067,0,157,11,15,16,25,0,0,0,1
"388",388,9,4,0,10,35,13,0,20,0,2,1,0,13,1,0,64,4493,217,150,17,0,23,28,0,0,0,2
"389",389,4,2,0,13,35,9,0,23,0,3,1,0,15,2,0,60,5161,0,178,19,38,17,19,0,0,0,1
"390",390,7,5,0,12,48,19,0,27,24,2,3,0,16,2,0,60,5086,304,142,16,0,24,25,4,0,0,1
"391",391,5,5,0,10,40,16,0,24,20,3,2,0,13,1,0,64,2998,0,151,13,0,23,22,0,0,0,0
"392",392,12,3,0,13,36,12,0,23,0,3,2,0,11,2,0,61,2608,0,133,12,0,25,18,0,0,0,1
"393",393,12,4,0,8,42,19,0,23,0,3,2,0,13,1,0,63,3174,0,194,20,0,17,19,0,0,0,0
"394",394,9,4,0,93,30,7,0,19,0,4,2,0,16,2,0,59,4134,0,151,5,0,24,24,0,0,0,2
"395",395,2,2,0,12,47,15,0,25,17,3,1,0,11,2,0,59,3088,0,226,20,13,21,26,0,0,0,1
"396",396,5,2,9,48,38,16,0,16,0,3,2,0,15,2,0,60,3061,0,168,19,0,24,23,0,0,0,2
"397",397,13,5,0,12,38,10,0,23,0,3,1,0,12,2,0,64,4578,204,195,9,24,25,28,0,0,0,2
"398",398,5,4,0,16,39,11,0,26,0,2,1,0,11,1,0,64,4965,0,166,17,29,24,19,0,0,0,1
"399",399,8,4,0,63,47,17,0,22,0,3,2,0,11,1,0,61,3712,0,209,10,0,17,21,0,6,0,1
"400",400,5,3,0,66,39,19,0,19,0,2,1,0,16,2,0,62,3828,0,139,14,32,21,27,0,0,0,0
"401",401,5,5,0,7,40,18,0,18,0,4,1,0,15,2,0,63,4257,0,149,9,36,23,25,0,0,0,0
"402",402,11,3,9,12,36,11,0,23,0,2,2,0,11,1,0,59,3867,0,155,11,16,25,25,0,0,0,1
"403",403,9,5,0,42,28,6,0,17,0,8,2,0,15,2,0,63,4222,0,214,14,13,17,24,0,0,0,1
"404",404,4,3,0,87,38,11,0,24,0,3,1,0,15,1,0,63,2996,0,561,14,25,25,21,0,5,0,2
"405",405,3,10,0,12,48,16,0,26,0,2,3,0,12,1,0,58,2990,0,146,11,0,20,18,0,0,0,1
"406",406,7,3,0,78,35,14,0,21,0,2,1,13,13,2,68,63,2685,0,225,16,17,21,28,0,0,0,2
"407",407,3,2,15,81,40,11,0,21,0,3,2,0,11,1,78,63,3080,0,177,5,21,19,21,0,0,0,1
"408",408,3,1,0,42,36,7,0,26,19,3,1,0,12,1,0,64,4224,0,166,17,0,25,26,0,0,0,1
"409",409,8,1,0,6,34,11,0,23,0,4,2,0,11,1,0,62,4115,0,181,14,0,16,20,0,3,0,2
"410",410,11,2,0,10,37,8,0,25,0,1,1,0,12,2,0,63,4665,0,229,20,21,17,23,0,0,0,1
"411",411,10,1,0,13,32,5,0,26,0,1,2,0,13,2,0,61,4310,0,572,16,0,23,18,0,0,0,0
"412",412,15,5,0,72,44,19,0,18,0,3,2,0,13,1,0,59,3889,0,203,17,0,23,17,0,0,0,1
"413",413,10,2,0,8,38,6,0,24,0,4,2,0,12,1,0,58,4445,0,159,20,0,17,21,0,2,0,2
"414",414,4,2,15,16,40,19,0,17,0,4,2,0,12,2,0,60,3776,0,194,14,0,21,26,0,0,0,2
"415",415,2,1,0,7,47,20,0,25,0,1,1,19,12,2,0,60,2993,0,193,20,29,20,28,0,0,2,1
"416",416,13,4,0,11,44,16,0,27,0,2,4,0,16,1,0,62,2972,0,217,8,20,16,17,0,2,0,2
"417",417,13,3,0,16,45,16,0,27,0,3,2,0,11,2,0,58,4075,277,219,16,0,20,26,0,0,0,0
"418",418,3,1,0,10,39,14,0,18,0,3,2,0,12,1,0,63,3000,200,194,10,34,16,24,0,0,0,2
"419",419,7,1,0,66,40,8,0,28,0,3,1,0,12,1,0,58,2777,0,195,10,26,16,20,0,0,0,1
"420",420,4,1,0,14,38,17,0,20,0,3,2,0,11,2,0,58,3878,0,141,16,0,23,21,2,7,0,2
"421",421,9,3,0,63,38,14,0,20,0,2,6,0,15,2,0,62,4316,0,232,10,25,23,28,0,0,1,2
"422",422,13,4,0,15,37,9,0,26,0,3,1,0,15,1,0,59,3590,0,158,6,0,17,19,0,0,0,2
"423",423,5,2,6,15,43,15,0,26,0,1,4,0,13,2,0,59,4259,0,148,5,25,16,19,0,0,0,1
"424",424,11,5,0,60,29,11,0,18,0,2,6,0,11,1,67,62,2946,0,214,19,17,24,21,0,4,0,0
"425",425,13,3,0,45,42,17,0,20,0,3,1,0,13,1,0,60,4121,0,435,5,21,25,22,0,0,0,1
"426",426,12,2,6,93,35,11,0,21,0,4,6,0,16,1,69,60,4470,0,186,5,39,19,22,0,0,0,0
"427",427,7,3,0,7,33,11,0,20,15,2,1,0,16,1,0,58,2702,0,197,8,0,20,21,0,0,0,2
"428",428,2,1,0,13,34,6,0,23,0,2,2,0,13,2,0,60,4172,0,186,13,0,17,24,0,5,0,1
"429",429,7,2,0,9,29,5,0,19,0,4,2,0,11,2,0,58,2819,0,524,8,0,23,21,0,0,0,2
"430",430,6,3,3,14,29,8,0,19,21,6,1,15,6,2,0,63,4644,225,141,18,23,24,17,0,0,0,2
"431",431,11,4,0,60,30,6,0,20,0,4,6,0,11,2,0,63,4794,0,148,20,0,19,27,0,0,0,1
"432",432,3,3,0,13,35,9,0,20,0,1,2,0,12,1,73,61,3361,0,133,13,39,21,21,0,0,0,1
"433",433,3,1,0,72,34,8,0,22,0,2,1,0,12,2,0,60,4391,0,179,16,23,19,25,6,0,0,1
"434",434,10,5,0,81,47,17,0,25,0,1,1,0,12,1,0,64,5011,0,138,9,25,23,28,0,0,0,2
"435",435,5,4,0,90,42,19,0,21,0,4,1,0,16,1,0,63,5151,320,146,15,15,24,28,0,0,0,2
"436",436,9,2,0,60,49,19,0,25,0,4,1,0,12,2,0,62,3321,0,142,8,20,23,17,0,6,0,1
"437",437,11,3,0,16,31,7,0,21,0,4,2,0,12,1,0,58,3195,0,155,11,0,21,19,0,0,0,0
"438",438,3,3,0,15,46,14,0,28,0,4,1,0,12,2,0,58,4675,0,129,11,20,19,23,0,0,0,1
"439",439,10,4,0,45,42,10,0,27,0,2,1,0,11,2,0,64,3327,0,194,9,15,24,18,0,0,0,2
"440",440,6,3,15,8,35,10,0,20,0,1,1,0,15,1,0,59,3811,0,217,17,36,19,26,0,0,0,2
"441",441,10,1,0,6,46,19,0,24,0,3,2,0,12,2,0,61,3270,0,156,19,28,16,27,0,0,0,2
"442",442,13,4,0,11,44,18,0,22,21,3,1,0,13,2,0,59,2708,0,203,15,0,16,24,0,0,0,2
"443",443,13,4,0,39,31,6,0,17,0,4,1,0,16,1,0,58,2760,0,172,11,16,24,19,0,3,0,2
"444",444,9,2,0,14,39,8,0,28,0,3,1,0,11,2,0,63,5065,0,161,7,0,17,18,0,0,0,0
"445",445,10,3,0,14,37,15,0,18,0,1,1,0,16,1,0,64,3562,0,174,16,0,21,25,0,0,0,2
"446",446,5,10,0,8,38,14,0,21,0,2,2,0,15,1,0,61,3232,0,185,16,0,20,21,0,3,0,0
"447",447,8,5,0,51,30,10,0,16,0,1,2,0,11,1,0,61,3915,0,153,6,0,16,24,0,0,0,0
"448",448,2,2,0,11,39,13,0,25,0,4,2,0,16,2,0,61,3027,0,194,10,0,17,28,0,8,0,2
"449",449,6,2,0,9,52,20,0,27,0,1,1,0,11,2,0,58,4601,0,229,10,0,21,26,0,0,0,0
"450",450,13,4,9,12,47,20,0,20,0,2,1,0,15,2,81,60,3059,0,179,12,19,23,24,0,5,0,2
"451",451,11,5,0,12,37,19,0,16,0,4,1,17,13,2,0,62,4665,0,432,6,0,19,24,0,0,0,2
"452",452,9,1,0,90,30,9,0,20,0,2,2,0,13,1,65,59,4190,0,200,20,0,20,19,0,0,0,0
"453",453,12,4,0,11,30,6,0,18,0,4,4,0,12,1,0,62,3440,0,182,6,0,16,21,0,0,0,2
"454",454,11,3,0,63,42,11,0,24,0,3,4,0,12,2,0,63,3722,0,222,17,0,16,21,0,0,0,0
"455",455,3,1,0,87,44,16,0,20,0,3,2,0,12,1,0,63,3016,0,200,20,29,24,25,0,5,0,2
"456",456,12,5,0,11,44,20,0,24,0,3,1,0,16,1,0,64,4186,0,219,9,0,25,19,0,0,0,1
"457",457,5,2,0,54,50,17,0,26,0,4,6,0,15,2,0,58,2890,0,141,10,0,21,24,0,4,0,0
"458",458,11,3,0,66,42,18,0,19,0,4,2,0,16,2,0,61,4454,0,205,11,0,23,25,0,0,0,0
