"","Indnum","Group","Activity","Units","Consumption","Quality_of_Life_Importance__1_10","solar_powered__water_heater","gas_water_heater","electric_water_heater___peak_hou","electric_water_heater___off_peak","gas","natural_gas","hybrid","electric___peak_hours","electric___off_peak_hours","jetfuel","waste","tcf","acf"
"2840",106,2,"shower - short","count",7,91,8.4e-05,0.000714,0,0,0,0,0,0,0,0,0,0.000798,0.000399
"2841",106,2,"shower - long (> 3 min)","count",11,83,0.000187,0.001639,0,0,0,0,0,0,0,0,0,0.001826,0.000913
"2842",106,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"2843",106,2,"wash-up","count",39,42,0.000156,0.001638,0,0,0,0,0,0,0,0,0,0.001794,0.000897
"2844",106,3,"use of dishwasher","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"2845",106,3,"use of clothes washer","count",4,34,0.000132,0.000796,0,0,0,0.000616,0,0.000408,0.000372,0,0,0.002324,0.0004648
"2846",106,3,"use of clothes dryer","count",3,21,0,0,0,0,0,0.000561,0,0.000396,0.000366,0,0,0.001323,0.000441
"2847",106,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2848",106,3,"use of  oven","count",10,39,0,0,0,0,0,0.00255,0,0.00162,0.0015,0,0,0.00567,0.00189
"2849",106,3,"use of self-clean feature of electric oven","count",4,15,0,0,0,0,0,0,0,0.000796,0.000712,0,0,0.001508,0.000754
"2850",106,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2851",106,4,"TV/computer use","count",64,28,0,0,0,0,0,0,0,0.000128,0.000128,0,0,0.000256,0.000128
"2852",106,5,"air travel - large plane","miles",2332,43,0,0,0,0,0,0,0,0,0,0.417428,0,0.417428,0.417428
"2853",106,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2854",106,5,"car trips- self only","miles",385,48,0,0,0,0,0.212135,0,0.291445,0,0,0,0,0.50358,0.25179
"2855",106,5,"car trips - driver and self","miles",34,26,0,0,0,0,0.018836,0,0.026554,0,0,0,0,0.04539,0.022695
"2856",106,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2857",106,5,"trips using public ground transportation","bags",17,58,0,0,0,0,0.004692,0,0,0,0,0,0,0.004692,0.004692
"2858",106,6,"bags of garbage disposed","bags",27,41,0,0,0,0,0,0,0,0,0,0,1.1313,1.1313,1.1313
"2859",106,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2860",106,6,"bags of compost deposited (negative CF)","bags",7,15,0,0,0,0,0,0,0,0,0,0,-0.2933,-0.2933,-0.2933
"2861",106,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2862",106,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"2863",107,1,"Household heating => 70F","hours",4,80,0,0,0,0,0,0.001744,0,0.0026,0.002168,0,0,0.006512,0.00217066666666667
"2864",107,1,"Household heating < 70F","hours",6,61,0,0,0,0,0,0.005232,0,0.005538,0.005406,0,0,0.016176,0.005392
"2865",107,1,"Use of heat pump","hours",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"2866",107,1,"Use of air conditioner","hours",22,46,0,0,0,0,0,0.013156,0,0.17556,0.015862,0,0,0.204578,0.0681926666666667
"2867",107,2,"shower - short","count",4,86,4.8e-05,0.000408,0,0,0,0,0,0,0,0,0,0.000456,0.000228
"2868",107,2,"shower - long (> 3 min)","count",19,82,0.000323,0.002831,0,0,0,0,0,0,0,0,0,0.003154,0.001577
"2869",107,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"2870",107,2,"wash-up","count",37,33,0.000148,0.001554,0,0,0,0,0,0,0,0,0,0.001702,0.000851
"2871",107,3,"use of dishwasher","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"2872",107,3,"use of clothes washer","count",3,28,9.9e-05,0.000597,0,0,0,0.000462,0,0.000306,0.000279,0,0,0.001743,0.0003486
"2873",107,3,"use of clothes dryer","count",3,12,0,0,0,0,0,0.000561,0,0.000396,0.000366,0,0,0.001323,0.000441
"2874",107,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2875",107,3,"use of  oven","count",9,31,0,0,0,0,0,0.002295,0,0.001458,0.00135,0,0,0.005103,0.001701
"2876",107,3,"use of self-clean feature of electric oven","count",1,14,0,0,0,0,0,0,0,0.000199,0.000178,0,0,0.000377,0.0001885
"2877",107,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2878",107,4,"TV/computer use","count",58,22,0,0,0,0,0,0,0,0.000116,0.000116,0,0,0.000232,0.000116
"2879",107,5,"air travel - large plane","miles",2545,47,0,0,0,0,0,0,0,0,0,0.455555,0,0.455555,0.455555
"2880",107,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2881",107,5,"car trips- self only","miles",333,61,0,0,0,0,0.183483,0,0,0,0,0,0,0.183483,0.183483
"2882",107,5,"car trips - driver and self","miles",11,34,0,0,0,0,0.006094,0,0,0,0,0,0,0.006094,0.006094
"2883",107,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2884",107,5,"trips using public ground transportation","bags",15,42,0,0,0,0,0.00414,0,0,0,0,0,0,0.00414,0.00414
"2885",107,6,"bags of garbage disposed","bags",25,47,0,0,0,0,0,0,0,0,0,0,1.0475,1.0475,1.0475
"2886",107,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2887",107,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2888",107,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2889",107,6,"large items disposed","items",1,16,0,0,0,0,0,0,0,0,0,0,0.0211,0.0211,0.0211
"2890",108,1,"Household heating => 70F","count",5,79,0,0,0,0,0,0.00218,0,0.00325,0.00271,0,0,0.00814,0.00271333333333333
"2891",108,1,"Household heating < 70F","count",7,67,0,0,0,0,0,0.006104,0,0.006461,0.006307,0,0,0.018872,0.00629066666666667
"2892",108,1,"Use of heat pump","count",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"2893",108,1,"Use of air conditioner","count",28,50,0,0,0,0,0,0.016744,0,0.22344,0.020188,0,0,0.260372,0.0867906666666667
"2894",108,2,"shower - short","count",4,94,4.8e-05,0.000408,0.000928,0.000796,0,0,0,0,0,0,0,0.00218,0.000545
"2895",108,2,"shower - long (> 3 min)","count",35,76,0.000595,0.005215,0.01239,0.01092,0,0,0,0,0,0,0,0.02912,0.00728
"2896",108,2,"bath","count",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"2897",108,2,"wash-up","count",34,26,0.000136,0.001428,0.002278,0.00187,0,0,0,0,0,0,0,0.005712,0.001428
"2898",108,3,"use of dishwasher","count",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"2899",108,3,"use of clothes washer","count",5,34,0.000165,0.000995,0.002165,0.00191,0,0.00077,0,0.00051,0.000465,0,0,0.00698,0.000997142857142857
"2900",108,3,"use of clothes dryer","count",3,15,0,0,0,0,0,0.000561,0,0.000396,0.000366,0,0,0.001323,0.000441
"2901",108,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2902",108,3,"use of  oven","count",10,41,0,0,0,0,0,0.00255,0,0.00162,0.0015,0,0,0.00567,0.00189
"2903",108,3,"use of self-clean feature of electric oven","count",3,13,0,0,0,0,0,0,0,0.000597,0.000534,0,0,0.001131,0.0005655
"2904",108,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2905",108,4,"TV/computer use","count",59,26,0,0,0,0,0,0,0,0.000118,0.000118,0,0,0.000236,0.000118
"2906",108,5,"air travel - large plane","miles",2298,42,0,0,0,0,0,0,0,0,0,0.411342,0,0.411342,0.411342
"2907",108,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2908",108,5,"car trips- self only","miles",374,59,0,0,0,0,0.206074,0,0.283118,0,0,0,0,0.489192,0.244596
"2909",108,5,"car trips - driver and self","miles",37,27,0,0,0,0,0.020498,0,0.028897,0,0,0,0,0.049395,0.0246975
"2910",108,5,"car trips - 2+ people with multiple end points","miles",24,0,0,0,0,0,0.008496,0,0.00504,0,0,0,0,0.013536,0.006768
"2911",108,5,"trips using public ground transportation","bags",14,45,0,0,0,0,0.003864,0,0,0,0,0,0,0.003864,0.003864
"2912",108,6,"bags of garbage disposed","bags",22,41,0,0,0,0,0,0,0,0,0,0,0.9218,0.9218,0.9218
"2913",108,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2914",108,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2915",108,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2916",108,6,"large items disposed","items",2,12,0,0,0,0,0,0,0,0,0,0,0.0422,0.0422,0.0422
"2917",109,1,"Household heating => 70F","hours",9,68,0,0,0,0,0,0.003924,0,0.00585,0.004878,0,0,0.014652,0.004884
"2918",109,1,"Household heating < 70F","hours",9,70,0,0,0,0,0,0.007848,0,0.008307,0.008109,0,0,0.024264,0.008088
"2919",109,1,"Use of heat pump","hours",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"2920",109,1,"Use of air conditioner","hours",17,39,0,0,0,0,0,0.010166,0,0.13566,0.012257,0,0,0.158083,0.0526943333333333
"2921",109,2,"shower - short","count",3,96,3.6e-05,0,0.000696,0.000597,0,0,0,0,0,0,0,0.001329,0.000443
"2922",109,2,"shower - long (> 3 min)","count",27,86,0.000459,0,0.009558,0.008424,0,0,0,0,0,0,0,0.018441,0.006147
"2923",109,2,"bath","count",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"2924",109,2,"wash-up","count",36,30,0.000144,0,0.002412,0.00198,0,0,0,0,0,0,0,0.004536,0.001512
"2925",109,3,"use of dishwasher","count",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2926",109,3,"use of clothes washer","count",6,28,0.000198,0,0.002598,0.002292,0,0.000924,0,0.000612,0.000558,0,0,0.007182,0.001197
"2927",109,3,"use of clothes dryer","count",2,14,0,0,0,0,0,0.000374,0,0.000264,0.000244,0,0,0.000882,0.000294
"2928",109,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2929",109,3,"use of  oven","count",9,39,0,0,0,0,0,0.002295,0,0.001458,0.00135,0,0,0.005103,0.001701
"2930",109,3,"use of self-clean feature of electric oven","count",4,18,0,0,0,0,0,0,0,0.000796,0.000712,0,0,0.001508,0.000754
"2931",109,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2932",109,4,"TV/computer use","count",62,22,0,0,0,0,0,0,0,0.000124,0.000124,0,0,0.000248,0.000124
"2933",109,5,"air travel - large plane","miles",3859,48,0,0,0,0,0,0,0,0,0,0.690761,0,0.690761,0.690761
"2934",109,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2935",109,5,"car trips- self only","miles",457,52,0,0,0,0,0.251807,0,0,0,0,0,0,0.251807,0.251807
"2936",109,5,"car trips - driver and self","miles",35,34,0,0,0,0,0.01939,0,0,0,0,0,0,0.01939,0.01939
"2937",109,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2938",109,5,"trips using public ground transportation","bags",14,44,0,0,0,0,0.003864,0,0,0,0,0,0,0.003864,0.003864
"2939",109,6,"bags of garbage disposed","bags",20,45,0,0,0,0,0,0,0,0,0,0,0.838,0.838,0.838
"2940",109,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2941",109,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2942",109,6,"hazardous or electric items disposed","bags",1,0,0,0,0,0,0,0,0,0,0,0,0.0211,0.0211,0.0211
"2943",109,6,"large items disposed","items",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"2944",110,1,"Household heating => 70F","count",2,87,0,0,0,0,0,0.000872,0,0.0013,0.001084,0,0,0.003256,0.00108533333333333
"2945",110,1,"Household heating < 70F","count",6,68,0,0,0,0,0,0.005232,0,0.005538,0.005406,0,0,0.016176,0.005392
"2946",110,1,"Use of heat pump","count",0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"2947",110,1,"Use of air conditioner","count",12,38,0,0,0,0,0,0.007176,0,0.09576,0.008652,0,0,0.111588,0.037196
"2948",110,2,"shower - short","count",8,84,9.6e-05,0.000816,0.001856,0.001592,0,0,0,0,0,0,0,0.00436,0.00109
"2949",110,2,"shower - long (> 3 min)","count",40,90,0.00068,0.00596,0.01416,0.01248,0,0,0,0,0,0,0,0.03328,0.00832
"2950",110,2,"bath","count",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"2951",110,2,"wash-up","count",47,34,0.000188,0.001974,0.003149,0.002585,0,0,0,0,0,0,0,0.007896,0.001974
"2952",110,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"2953",110,3,"use of clothes washer","count",7,44,0.000231,0.001393,0.003031,0.002674,0,0.001078,0,0.000714,0.000651,0,0,0.009772,0.001396
"2954",110,3,"use of clothes dryer","count",3,16,0,0,0,0,0,0.000561,0,0.000396,0.000366,0,0,0.001323,0.000441
"2955",110,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2956",110,3,"use of  oven","count",8,31,0,0,0,0,0,0.00204,0,0.001296,0.0012,0,0,0.004536,0.001512
"2957",110,3,"use of self-clean feature of electric oven","count",1,18,0,0,0,0,0,0,0,0.000199,0.000178,0,0,0.000377,0.0001885
"2958",110,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959",110,4,"TV/computer use","count",64,26,0,0,0,0,0,0,0,0.000128,0.000128,0,0,0.000256,0.000128
"2960",110,5,"air travel - large plane","miles",3803,46,0,0,0,0,0,0,0,0,0,0.680737,0,0.680737,0.680737
"2961",110,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962",110,5,"car trips- self only","miles",414,59,0,0,0,0,0.228114,0,0,0,0,0,0,0.228114,0.228114
"2963",110,5,"car trips - driver and self","miles",15,29,0,0,0,0,0.00831,0,0,0,0,0,0,0.00831,0.00831
"2964",110,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2965",110,5,"trips using public ground transportation","bags",18,44,0,0,0,0,0.004968,0,0,0,0,0,0,0.004968,0.004968
"2966",110,6,"bags of garbage disposed","bags",19,50,0,0,0,0,0,0,0,0,0,0,0.7961,0.7961,0.7961
"2967",110,6,"bags of recycling deposited (negative CF)","bags",7,14,0,0,0,0,0,0,0,0,0,0,-0.2933,-0.2933,-0.2933
"2968",110,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2969",110,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2970",110,6,"large items disposed","items",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"2971",111,1,"Household heating => 70F","hours",5,87,0,0,0,0,0,0.00218,0,0.00325,0.00271,0,0,0.00814,0.00271333333333333
"2972",111,1,"Household heating < 70F","hours",2,80,0,0,0,0,0,0.001744,0,0.001846,0.001802,0,0,0.005392,0.00179733333333333
"2973",111,1,"Use of heat pump","hours",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"2974",111,1,"Use of air conditioner","hours",16,55,0,0,0,0,0,0.009568,0,0.12768,0.011536,0,0,0.148784,0.0495946666666667
"2975",111,2,"shower - short","count",8,84,9.6e-05,0.000816,0.001856,0,0,0,0,0,0,0,0,0.002768,0.000922666666666667
"2976",111,2,"shower - long (> 3 min)","count",35,92,0.000595,0.005215,0.01239,0,0,0,0,0,0,0,0,0.0182,0.00606666666666667
"2977",111,2,"bath","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"2978",111,2,"wash-up","count",42,27,0.000168,0.001764,0.002814,0,0,0,0,0,0,0,0,0.004746,0.001582
"2979",111,3,"use of dishwasher","count",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"2980",111,3,"use of clothes washer","count",7,39,0.000231,0.001393,0.003031,0,0,0.001078,0,0.000714,0.000651,0,0,0.007098,0.001183
"2981",111,3,"use of clothes dryer","count",4,18,0,0,0,0,0,0.000748,0,0.000528,0.000488,0,0,0.001764,0.000588
"2982",111,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983",111,3,"use of  oven","count",9,32,0,0,0,0,0,0.002295,0,0.001458,0.00135,0,0,0.005103,0.001701
"2984",111,3,"use of self-clean feature of electric oven","count",1,11,0,0,0,0,0,0,0,0.000199,0.000178,0,0,0.000377,0.0001885
"2985",111,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2986",111,4,"TV/computer use","count",64,29,0,0,0,0,0,0,0,0.000128,0.000128,0,0,0.000256,0.000128
"2987",111,5,"air travel - large plane","miles",2887,44,0,0,0,0,0,0,0,0,0,0.516773,0,0.516773,0.516773
"2988",111,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2989",111,5,"car trips- self only","miles",284,57,0,0,0,0,0.156484,0,0,0,0,0,0,0.156484,0.156484
"2990",111,5,"car trips - driver and self","miles",38,33,0,0,0,0,0.021052,0,0,0,0,0,0,0.021052,0.021052
"2991",111,5,"car trips - 2+ people with multiple end points","miles",29,0,0,0,0,0,0.010266,0,0,0,0,0,0,0.010266,0.010266
"2992",111,5,"trips using public ground transportation","bags",14,44,0,0,0,0,0.003864,0,0,0,0,0,0,0.003864,0.003864
"2993",111,6,"bags of garbage disposed","bags",24,50,0,0,0,0,0,0,0,0,0,0,1.0056,1.0056,1.0056
"2994",111,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2995",111,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2996",111,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2997",111,6,"large items disposed","items",2,19,0,0,0,0,0,0,0,0,0,0,0.0422,0.0422,0.0422
"2998",112,1,"Household heating => 70F","count",3,83,0,0,0,0,0,0.001308,0,0.00195,0.001626,0,0,0.004884,0.001628
"2999",112,1,"Household heating < 70F","count",5,88,0,0,0,0,0,0.00436,0,0.004615,0.004505,0,0,0.01348,0.00449333333333333
"3000",112,1,"Use of heat pump","count",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"3001",112,1,"Use of air conditioner","count",32,43,0,0,0,0,0,0.019136,0,0.25536,0.023072,0,0,0.297568,0.0991893333333333
"3002",112,2,"shower - short","count",3,94,3.6e-05,0.000306,0.000696,0.000597,0,0,0,0,0,0,0,0.001635,0.00040875
"3003",112,2,"shower - long (> 3 min)","count",27,72,0.000459,0.004023,0.009558,0.008424,0,0,0,0,0,0,0,0.022464,0.005616
"3004",112,2,"bath","count",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005",112,2,"wash-up","count",45,40,0.00018,0.00189,0.003015,0.002475,0,0,0,0,0,0,0,0.00756,0.00189
"3006",112,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"3007",112,3,"use of clothes washer","count",5,46,0.000165,0.000995,0.002165,0.00191,0,0.00077,0,0.00051,0.000465,0,0,0.00698,0.000997142857142857
"3008",112,3,"use of clothes dryer","count",1,11,0,0,0,0,0,0.000187,0,0.000132,0.000122,0,0,0.000441,0.000147
"3009",112,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3010",112,3,"use of  oven","count",11,35,0,0,0,0,0,0.002805,0,0.001782,0.00165,0,0,0.006237,0.002079
"3011",112,3,"use of self-clean feature of electric oven","count",1,18,0,0,0,0,0,0,0,0.000199,0.000178,0,0,0.000377,0.0001885
"3012",112,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3013",112,4,"TV/computer use","count",64,21,0,0,0,0,0,0,0,0.000128,0.000128,0,0,0.000256,0.000128
"3014",112,5,"air travel - large plane","miles",2725,43,0,0,0,0,0,0,0,0,0,0.487775,0,0.487775,0.487775
"3015",112,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3016",112,5,"car trips- self only","miles",339,54,0,0,0,0,0.186789,0,0,0,0,0,0,0.186789,0.186789
"3017",112,5,"car trips - driver and self","miles",23,22,0,0,0,0,0.012742,0,0,0,0,0,0,0.012742,0.012742
"3018",112,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3019",112,5,"trips using public ground transportation","bags",12,44,0,0,0,0,0.003312,0,0,0,0,0,0,0.003312,0.003312
"3020",112,6,"bags of garbage disposed","bags",27,44,0,0,0,0,0,0,0,0,0,0,1.1313,1.1313,1.1313
"3021",112,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3022",112,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3023",112,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3024",112,6,"large items disposed","items",1,13,0,0,0,0,0,0,0,0,0,0,0.0211,0.0211,0.0211
"3025",113,1,"Household heating => 70F","hours",10,90,0,0,0,0,0,0.00436,0,0.0065,0.00542,0,0,0.01628,0.00542666666666667
"3026",113,1,"Household heating < 70F","hours",2,73,0,0,0,0,0,0.001744,0,0.001846,0.001802,0,0,0.005392,0.00179733333333333
"3027",113,1,"Use of heat pump","hours",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"3028",113,1,"Use of air conditioner","hours",24,57,0,0,0,0,0,0.014352,0,0.19152,0.017304,0,0,0.223176,0.074392
"3029",113,2,"shower - short","count",5,83,0,0.00051,0.00116,0.000995,0,0,0,0,0,0,0,0.002665,0.000888333333333333
"3030",113,2,"shower - long (> 3 min)","count",12,90,0,0.001788,0.004248,0.003744,0,0,0,0,0,0,0,0.00978,0.00326
"3031",113,2,"bath","count",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"3032",113,2,"wash-up","count",34,36,0,0.001428,0.002278,0.00187,0,0,0,0,0,0,0,0.005576,0.00185866666666667
"3033",113,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"3034",113,3,"use of clothes washer","count",5,44,0,0.000995,0.002165,0.00191,0,0.00077,0,0.00051,0.000465,0,0,0.006815,0.00113583333333333
"3035",113,3,"use of clothes dryer","count",3,20,0,0,0,0,0,0.000561,0,0.000396,0.000366,0,0,0.001323,0.000441
"3036",113,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3037",113,3,"use of  oven","count",8,41,0,0,0,0,0,0.00204,0,0.001296,0.0012,0,0,0.004536,0.001512
"3038",113,3,"use of self-clean feature of electric oven","count",2,20,0,0,0,0,0,0,0,0.000398,0.000356,0,0,0.000754,0.000377
"3039",113,3,"Small kitchen appliance in the home","count",50,0,0,0,0,0,0,0,0,0.0027,0.00205,0,0,0.00475,0.002375
"3040",113,4,"TV/computer use","count",62,31,0,0,0,0,0,0,0,0.000124,0.000124,0,0,0.000248,0.000124
"3041",113,5,"air travel - large plane","miles",2461,42,0,0,0,0,0,0,0,0,0,0.440519,0,0.440519,0.440519
"3042",113,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3043",113,5,"car trips- self only","miles",342,55,0,0,0,0,0.188442,0,0,0,0,0,0,0.188442,0.188442
"3044",113,5,"car trips - driver and self","miles",27,29,0,0,0,0,0.014958,0,0,0,0,0,0,0.014958,0.014958
"3045",113,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3046",113,5,"trips using public ground transportation","bags",16,51,0,0,0,0,0.004416,0,0,0,0,0,0,0.004416,0.004416
"3047",113,6,"bags of garbage disposed","bags",17,44,0,0,0,0,0,0,0,0,0,0,0.7123,0.7123,0.7123
"3048",113,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3049",113,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3050",113,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3051",113,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052",114,1,"Household heating => 70F","count",8,78,0,0,0,0,0,0.003488,0,0.0052,0.004336,0,0,0.013024,0.00434133333333333
"3053",114,1,"Household heating < 70F","count",10,93,0,0,0,0,0,0.00872,0,0.00923,0.00901,0,0,0.02696,0.00898666666666667
"3054",114,1,"Use of heat pump","count",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"3055",114,1,"Use of air conditioner","count",19,55,0,0,0,0,0,0.011362,0,0.15162,0.013699,0,0,0.176681,0.0588936666666667
"3056",114,2,"shower - short","count",6,92,0,0,0.001392,0.001194,0,0,0,0,0,0,0,0.002586,0.001293
"3057",114,2,"shower - long (> 3 min)","count",22,85,0,0,0.007788,0.006864,0,0,0,0,0,0,0,0.014652,0.007326
"3058",114,2,"bath","count",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"3059",114,2,"wash-up","count",35,39,0,0,0.002345,0.001925,0,0,0,0,0,0,0,0.00427,0.002135
"3060",114,3,"use of dishwasher","count",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"3061",114,3,"use of clothes washer","count",6,28,0,0,0.002598,0.002292,0,0.000924,0,0.000612,0.000558,0,0,0.006984,0.0013968
"3062",114,3,"use of clothes dryer","count",2,20,0,0,0,0,0,0.000374,0,0.000264,0.000244,0,0,0.000882,0.000294
"3063",114,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3064",114,3,"use of  oven","count",12,39,0,0,0,0,0,0.00306,0,0.001944,0.0018,0,0,0.006804,0.002268
"3065",114,3,"use of self-clean feature of electric oven","count",1,21,0,0,0,0,0,0,0,0.000199,0.000178,0,0,0.000377,0.0001885
"3066",114,3,"Small kitchen appliance in the home","count",59,0,0,0,0,0,0,0,0,0.003186,0.002419,0,0,0.005605,0.0028025
"3067",114,4,"TV/computer use","count",61,24,0,0,0,0,0,0,0,0.000122,0.000122,0,0,0.000244,0.000122
"3068",114,5,"air travel - large plane","miles",3475,49,0,0,0,0,0,0,0,0,0,0.622025,0,0.622025,0.622025
"3069",114,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3070",114,5,"car trips- self only","miles",341,59,0,0,0,0,0.187891,0,0,0,0,0,0,0.187891,0.187891
